vertex index,timestamp [ns],position x [m],position y [m],position z [m],quaternion x,quaternion y,quaternion z,quaternion w,velocity x [m/s],velocity y [m/s],velocity z [m/s],acc bias x [m/s^2],acc bias y [m/s^2],acc bias z [m/s^2],gyro bias x [rad/s],gyro bias y [rad/s],gyro bias z [rad/s]
12,1651752835514504192,1.20071795867128,0.0835692472437506,1.09213965792419,-0.00927847925501758,0.0020483621345664,-0.000730800915240984,0.999954588951569,-0.00168762803053173,-5.94423501783062e-06,0.00291462417073725,-0.0584818599328588,0.0026755694908529,-0.0391547955745748,0.00185449646819871,-0.00190796400325323,-0.00205572063510218
13,1651752835914499392,1.20050835005586,0.0827003394554863,1.09343269648448,-0.00969927876402811,0.00150764253053627,-0.00116893892975246,0.999951141100022,0.0014839459718142,-0.00272118170252377,0.00389043073879152,-0.0583252941185464,0.00254508428210139,-0.0391892324621547,0.0018544862865541,-0.00190795402224075,-0.00205629053578335
14,1651752836314494592,1.20224099483887,0.0811348869942327,1.095400812439,-0.0120297624648299,-6.68481400318309e-05,-0.00376505623823009,0.999920549192729,0.0399965135926549,-0.0212043235208323,0.00158669329515796,-0.0580430108839281,0.00230356895035078,-0.0392235227397215,0.00185423831924932,-0.00190812533307846,-0.00205714294459368
15,1651752836714489792,1.24451258306086,0.0744616967643344,1.09528913335024,-0.0109950593632374,0.000771272926215112,-0.00612854977292094,0.999920474180499,0.184470112867833,-0.0157035207121218,-0.00290202471004355,-0.0578911161423247,0.00230030552715661,-0.0393582641960388,0.00185426335196282,-0.0019084084790062,-0.00205818585061122
16,1651752837114484992,1.35281322455837,0.0760985228357369,1.0935184689272,-0.0104727565779707,0.00187031543461686,-0.00469677584710474,0.999932379506972,0.339096085859922,0.023998076274387,-0.00503616836484233,-0.0576918320645486,0.0021223143647168,-0.039544287328117,0.00185419140112529,-0.00190836753913525,-0.00205928980195967
17,1651752837514480304,1.50118840861529,0.0847038225004257,1.09316118030766,-0.00998233379941417,0.00191565117105373,-0.000340194491233978,0.999948282442755,0.396454486616223,0.0288047808982336,-0.000238329520603765,-0.0573647190112623,0.00187433081002986,-0.0396674742902094,0.00185414538526053,-0.00190815036615215,-0.00206041213954076
18,1651752837914475392,1.66304996451839,0.0960757486047845,1.09268906375713,-0.00972810689799159,0.00166840633888604,0.00450345536794343,0.999941147891324,0.418100458604228,0.0408382317339918,0.000584100027201255,-0.0569645403297915,0.00156763214882838,-0.0397284743666826,0.00185419824720391,-0.00190802034121663,-0.00206143376611214
19,1651752838114472992,1.74709377796144,0.10381179355744,1.0926552097175,-0.0104389369319101,0.00141189611549767,0.00647551740101059,0.999923548487323,0.424833270337198,0.0205050572970145,-0.00335483004119762,-0.0567628521442781,0.00138037389516278,-0.0397592828448653,0.00185419488597118,-0.00190799492257805,-0.00206192887724678
20,1651752838514468192,1.91647176740645,0.119640022411676,1.09240444436045,-0.010771422224061,0.00147103942750045,0.0117074433933377,0.999872365992513,0.422324017267247,0.0401885983076474,-0.00131277583945635,-0.0563684224309451,0.00095163743893366,-0.039837791117628,0.00185420213394233,-0.00190790565278839,-0.002062922393257
21,1651752838914463392,2.08772839879691,0.134285703730633,1.09107222108148,-0.0112040953087126,0.00156983322955968,0.0163060798618516,0.99980303841881,0.431644836160257,0.0381380882990852,-2.22823857548578e-05,-0.0559264494810241,0.00036822418408223,-0.0399504440688736,0.00185433097275401,-0.00190766734679283,-0.00206387867926602
22,1651752839314458496,2.26100465558861,0.151224414639271,1.08872026982829,-0.0106718725155202,0.00181184232076548,0.0219485901291401,0.999700499027464,0.425139099647829,0.0521386503204577,-0.000851817079093036,-0.0554323664737259,0.000120893274438044,-0.0400916260599427,0.00185415613057157,-0.00190781135568086,-0.00206477975944497
23,1651752839714453696,2.43234044117812,0.169325365973239,1.08703597352072,-0.0100704396128851,0.0019232565084362,0.0275606560186973,0.999567555280895,0.428931278704229,0.0396953569224266,-0.00377495827604902,-0.055025929014002,-0.000169272812327553,-0.0402312180245473,0.00185408723216141,-0.00190784593736974,-0.0020655203733539
24,1651752840114448800,2.60368862170693,0.190884902224214,1.08577506261278,-0.00985430250772069,0.00172096641310102,0.0333829053317841,0.999392571829659,0.432009356793211,0.0587880788532428,-0.00211069134892878,-0.0546814625064346,-0.000503062738183636,-0.0403792416592157,0.00185405777197105,-0.00190786042869029,-0.00206611089531175
25,1651752840514443904,2.77551921568755,0.214352732979852,1.08378069986804,-0.00993965745629119,0.00215864682119107,0.03893247629847,0.999190074882063,0.431633884335137,0.0616173252090853,-0.00683627535604618,-0.0544337351397863,-0.000892571861905262,-0.040542146063832,0.00185402376699733,-0.00190781781259831,-0.00206657212251631
26,1651752840914438896,2.94729784546731,0.236387496211072,1.08157831952197,-0.0102800220921081,0.00232604844864817,0.0430268563576993,0.999018318288696,0.428340023020206,0.0310508699926373,-0.00487286363897988,-0.0543145307413353,-0.00134049143172568,-0.0406735924658748,0.00185398598506674,-0.00190786710780543,-0.00206684543414101
27,1651752841314433904,3.11799997564465,0.253503128528246,1.08076803096426,-0.0096518572733678,0.0019607222191976,0.0443227642760498,0.998968713116924,0.425501578189135,0.0376549837237825,-0.00252684267882279,-0.0539222109210814,-0.00165279127156886,-0.0407599906680138,0.00185391495434704,-0.0019077932336903,-0.00206696357411305
28,1651752841714428800,3.28904622812383,0.268367958364237,1.08107276765344,-0.00921559839283918,0.0012182860422403,0.0443994234990618,0.998970610037318,0.427043834957515,0.0373869508458652,0.00180248910398484,-0.0535926880824909,-0.00199993103699364,-0.0408193964048459,0.00185388072191722,-0.00190771883610552,-0.0020669348356905
29,1651752842114423792,3.45797782481243,0.282916572668593,1.08151366189057,-0.00897464602818376,0.00041237614425603,0.0442432506802144,0.998980390420068,0.42732936323069,0.0243244925916246,0.000582039284907858,-0.0533156154632777,-0.00236925251672886,-0.0408746667995662,0.00185387284764748,-0.00190775049244481,-0.00206674250514234
30,1651752842514418704,3.62740130164014,0.296465327435594,1.0816974557822,-0.00880018067201977,9.57172672326714e-05,0.0436971479909095,0.999006059499043,0.428115443062382,0.0288851024249288,0.000247692615918974,-0.0531168034069036,-0.00276287843781227,-0.0409537165171966,0.00185386968556994,-0.00190783218403703,-0.00206641322513925
31,1651752842914413600,3.8002965541371,0.310640263051565,1.08155695469302,-0.0086500149018984,7.61095795901544e-05,0.0434416042120317,0.999018517582639,0.435553954150714,0.0343035746047341,0.000835861358711129,-0.052961653584623,-0.00317914869651037,-0.041031111073586,0.00185387103957592,-0.0019077937437169,-0.00206596744333822
32,1651752843314408496,3.97460702711612,0.325370416729097,1.08191729291189,-0.00838330306612316,-0.000211935497522293,0.0432014511355917,0.999031185665806,0.441644871510883,0.0119794533768873,-0.000389966616197882,-0.0526385382008885,-0.00353000734457844,-0.0410948314520892,0.00185386115822324,-0.00190785300626344,-0.00206541777059167
33,1651752843714403504,4.14901147074705,0.343192394788193,1.0822493083762,-0.00856627554068994,-0.000454816806913413,0.0436873707126318,0.999008421238405,0.429705852871575,0.0499798436768693,0.00123069895047071,-0.0523823345083875,-0.00391484654486046,-0.0411690049501909,0.0018538479022844,-0.00190785965741814,-0.0020648300762443
34,1651752844114398496,4.31672453473299,0.358935809056316,1.08258746791199,-0.0085223330798703,-0.000837148114471582,0.0439503207177341,0.998997016177085,0.422693372911852,0.0458619951106992,-0.00322484551018976,-0.0522055545446759,-0.00431751797384086,-0.0412520621941604,0.00185385134491541,-0.00190797256738135,-0.00206417192605388
35,1651752844514393504,4.48580409133997,0.376020053936413,1.08192443443382,-0.00817239371307969,-0.00099918426482332,0.0449570479917028,0.998954992703713,0.425638924752625,0.0252517030149286,-0.00252408979637204,-0.0519624393970688,-0.00469039490657652,-0.0413501646418624,0.00185387804755384,-0.00190802081816784,-0.00206347908463227
36,1651752844914388400,4.65614792976899,0.390294574715428,1.08103639879444,-0.00753648389272176,-0.000996183821597406,0.0452374649458671,0.998947336346416,0.427903664099969,0.0388276105133534,-0.00131563533836809,-0.0517749990558932,-0.00509164337716874,-0.0414373547177997,0.00185391441049506,-0.00190808440942107,-0.00206267728863832
37,1651752845314383392,4.82729134704728,0.406379551408818,1.08124289211492,-0.00738065614433207,-0.00131696613852424,0.0455841494686745,0.998932368497631,0.429248332706784,0.0319270897726461,0.00199906500824883,-0.0516147257484552,-0.00553443770113438,-0.0414843205143679,0.00185396417798309,-0.00190817572028315,-0.00206181657247365
38,1651752845714378400,4.99935360998337,0.421974494364636,1.08341911506465,-0.00736196450072695,-0.00133259342096666,0.0457644772451631,0.99892424051874,0.429087239892373,0.0401555119570827,0.00550507330941026,-0.0514226653331135,-0.00597168068699862,-0.0414522451617746,0.00185397101619845,-0.00190811752488754,-0.00206088264756983
39,1651752846114373296,5.16926982986108,0.437316752246528,1.08582009983494,-0.00721822644900502,-0.00141083628505,0.04604490843458,0.998912295026525,0.433799385246334,0.0347596949935402,0.00555037306309515,-0.0512000711801095,-0.00639313800716237,-0.041382057687659,0.0018539957320807,-0.00190816078802985,-0.00205991675439799
40,1651752846514368304,5.34482161915939,0.449156080499258,1.087533840629,-0.00630850476556257,-0.000843765855062516,0.0457711554532952,0.998931675418932,0.445594718791021,0.0329812172248644,0.00146191543775944,-0.0509645723639703,-0.00679084817229721,-0.0413156557376503,0.00185410722742505,-0.00190815592146549,-0.00205887855932892
41,1651752846914363296,5.52026085347581,0.460327364124839,1.08916136814812,-0.00634720303982645,-0.000669165642496597,0.0439021768189906,0.999015447378802,0.44424549373043,0.0213203930416498,-0.00534960640472385,-0.0507194706456442,-0.0072946163969957,-0.0412921041006155,0.00185404488021714,-0.00190830096557123,-0.00205776075986929
42,1651752847314358304,5.69697688012767,0.469238071806647,1.08974200830754,-0.00671909511723791,-0.000384788328278783,0.0406157486762268,0.999152173924582,0.442694044768469,0.0137630046468291,-0.0012376583823408,-0.0505056135324796,-0.00773336742088,-0.0412896360288312,0.00185405593833567,-0.00190836408736625,-0.00205666584866306
43,1651752847714353392,5.87390528774062,0.467315515379549,1.08945470186786,-0.00660522016770341,0.000279775382267696,0.0340884185720703,0.99939695442378,0.442928105992696,-0.0100957943117693,0.000732140749239466,-0.0503037605532938,-0.00812673414578919,-0.0412788032182985,0.00185408304077311,-0.00190840646471052,-0.00205549848444806
44,1651752848114348496,6.05074688903068,0.453722286624478,1.0896937665324,-0.00646671412056104,0.000521568334481878,0.0237698391051352,0.999696406077301,0.448923683182579,-0.0505796978302707,0.00393645091305971,-0.0500898223036289,-0.00848114052055896,-0.0412533246924428,0.00185412647330403,-0.0019084728443106,-0.00205426202199886
45,1651752848514343600,6.22869413739082,0.42457370766449,1.09004949514475,-0.00622857099300355,0.000774082374104551,0.00866668049360171,0.999942745535506,0.441039262011963,-0.0929492291535418,0.000150441784764107,-0.0498857458742692,-0.00878004379235647,-0.0412306379033654,0.00185416277904852,-0.00190863270225455,-0.00205292296267804
46,1651752848914338704,6.40473049510053,0.37769026363778,1.09043748133858,-0.00621906617349962,0.000897125746581088,-0.0110383720468757,0.999919333108366,0.433684371278748,-0.125273717711354,0.000526569081255825,-0.0497255759457066,-0.00924127771314129,-0.0412240297027474,0.00185421384500049,-0.00190859600086664,-0.00205159340685784
47,1651752849314333792,6.57799151931152,0.316323298498809,1.09039722706962,-0.00645619998589769,0.00130344970414253,-0.0343390817467915,0.999388536038611,0.422653475940894,-0.190713342972433,0.0023568487110457,-0.0495159994632079,-0.00964536230026896,-0.0412173923117135,0.00185434135788083,-0.00190863744941436,-0.00205015919402055
48,1651752849714328800,6.74539850957539,0.229247364729078,1.09073745909998,-0.00649945655853276,0.00136344381637043,-0.064581147682099,0.997890361437301,0.413249626391408,-0.238996041253292,0.00237871609103238,-0.0492514452402762,-0.00998636886460473,-0.0412006125457263,0.00185444417175069,-0.00190862748471608,-0.00204872005312221
49,1651752850014324992,6.86424441331738,0.1433086901433,1.09077726427316,-0.00602436870599046,0.00127275198574677,-0.0927203757467937,0.995673148681559,0.376333615712298,-0.316413994230788,-0.000843651553658864,-0.0490081226177069,-0.0101584659869996,-0.0411997380189916,0.00185451074155794,-0.00190864623061616,-0.00204765827081975
50,1651752850414319904,7.00423212969404,0.00592798363713464,1.08944094423742,-0.006244795737788,0.00198439691142853,-0.13640857003949,0.99063099422281,0.330371649460387,-0.371860038707396,-0.00403044710913775,-0.0487719581765665,-0.0105117843898224,-0.0412461758554967,0.00185472145709044,-0.00190872518853162,-0.00204622749228278
51,1651752850814314704,7.11963223682008,-0.163069707815068,1.08828803577287,-0.00632494081696407,0.00234518883302192,-0.188319913478281,0.982084571409475,0.251259552968111,-0.442504483151033,-0.000327715914572659,-0.0485119861780124,-0.0108364965103172,-0.0413042817767489,0.00185491969253272,-0.00190880328110428,-0.00204472164799364
52,1651752851114310800,7.18745811840092,-0.301426359304611,1.0869918531512,-0.00653778669362739,0.00289585633970648,-0.22978493225466,0.973215164426618,0.201110099707321,-0.470762853685654,-0.00528794690527176,-0.0483138308823345,-0.0110640000207254,-0.041354406615311,0.00185505044006471,-0.00190884886781953,-0.00204363117507338
53,1651752851514305600,7.25761703290175,-0.493690662667092,1.08626707989042,-0.0068930260103449,0.00305309790415317,-0.283996844134812,0.958795576391066,0.154054347237011,-0.493506776335716,-0.00281687030082183,-0.0480390365243181,-0.0114627114203773,-0.0414018796002124,0.0018551278868586,-0.00190890791774717,-0.00204221647160745
54,1651752851914300400,7.30409606082948,-0.693696796934574,1.08540152214726,-0.00655597220130069,0.00355888468794722,-0.337503525917501,0.941294706009509,0.081400501770436,-0.497200874421173,0.0015781198781087,-0.0477870121464719,-0.0117986278246948,-0.0414540870798703,0.00185519880437955,-0.00190902019726221,-0.00204088339810222
55,1651752852114297792,7.31741588067347,-0.795134180310151,1.08522703210763,-0.00649949398168474,0.00366816579432774,-0.364396336244418,0.931214052336697,0.0476952982024262,-0.510811545685714,0.00116101540237212,-0.0476623589464709,-0.0119458184662393,-0.0414836207338279,0.00185525532880128,-0.00190905046972264,-0.00204025275306208
56,1651752852514292592,7.32022296937889,-0.99830646215429,1.08606964671803,-0.00626492812386559,0.00337951059680482,-0.418304635135399,0.908278900893316,-0.030554793036717,-0.514617092434234,0.000437703851444892,-0.0474195077296427,-0.0121801213968637,-0.0415228507904446,0.00185528884955387,-0.00190913770154742,-0.00203907852475227
57,1651752852914287392,7.29639908474478,-1.20110025138741,1.08724817664987,-0.00662413135813773,0.00363049174044758,-0.472082247251377,0.881522145067021,-0.0893693630227901,-0.494744378095522,3.52199708069898e-05,-0.0471245686919782,-0.0125167122352716,-0.0415491122610595,0.00185531411103055,-0.00190927249606397,-0.00203791691039121
58,1651752853114284800,7.27481887250423,-1.29935041709487,1.08834880221853,-0.00715616601719072,0.00369181770981325,-0.498660862138048,0.866759773144595,-0.12508738564969,-0.485751043715829,0.00486145123432356,-0.0469953307814905,-0.0126604631933263,-0.0415603675442579,0.00185533770031292,-0.00190930074611852,-0.00203736447446954
59,1651752853514279696,7.21337598633654,-1.49070255866418,1.08988903987067,-0.00736925689920072,0.00390334028683402,-0.549841240448956,0.835227554795046,-0.176600757742794,-0.466537729999959,0.00415235050797699,-0.0467755479647263,-0.0129185842925164,-0.0415732514288383,0.00185533573667041,-0.00190938040251435,-0.00203626970484666
60,1651752853914274592,7.12730069168366,-1.67260820379184,1.09099929642378,-0.00740046105176053,0.00413836421562416,-0.599578600562239,0.800270959654084,-0.249267936788348,-0.439170171977177,0.00321027404205353,-0.0466067314001958,-0.0131397265821422,-0.0415811741158656,0.00185533672514012,-0.00190945298737191,-0.00203514691485112
61,1651752854214270896,7.04783308138,-1.80022808979775,1.09230650861863,-0.00754760096177882,0.00433303380763896,-0.635482100996977,0.772066550143323,-0.288554310118593,-0.413636037484059,0.00439764369022337,-0.0463952301818519,-0.0133387529110256,-0.0415968858049883,0.00185540020736705,-0.00190943949456788,-0.00203432535962008
62,1651752854614265792,6.92530676964648,-1.9564274489789,1.09348238998001,-0.00762450393068523,0.00453795976500011,-0.680823494564111,0.732393775991095,-0.33246117634406,-0.374523610452151,0.00309102097986767,-0.0461464905572882,-0.0136092429744266,-0.0416184384873093,0.00185541016231371,-0.00190946010084258,-0.00203329623861863
63,1651752855014260800,6.78373883955818,-2.09771890216139,1.09440166163112,-0.007239594280032,0.00485131352638193,-0.723738036346561,0.690019787960428,-0.37484658179989,-0.333364640225803,0.000122201501361792,-0.0459605409655596,-0.0138705332832094,-0.0416669619873643,0.00185538078189306,-0.00190948048092975,-0.00203230623522236
64,1651752855314257104,6.66567617154739,-2.19264072584448,1.09438877423693,-0.00669777213899208,0.00534797001772232,-0.754440940703453,0.656311973116104,-0.398003162432394,-0.303017764349673,-0.0003375702465091,-0.045856125456899,-0.0140722061799107,-0.0417180941298815,0.00185535596571835,-0.00190941299572392,-0.00203157505953925
65,1651752855714252192,6.49802125985159,-2.30090736568355,1.09461540131988,-0.00596149339793519,0.00529158490456902,-0.79247709267452,0.609849585809324,-0.43055034509158,-0.241947128886167,-0.0010196711001198,-0.045560171219141,-0.0143194375247811,-0.0417760482956393,0.00185524113343239,-0.001909524254494,-0.00203069169897546
66,1651752856114247200,6.31935713785447,-2.38774297900552,1.09513318945997,-0.00556875611549447,0.00543662592029157,-0.827791959036471,0.560981198088216,-0.435271466307594,-0.198094062845713,0.010935456823269,-0.0453596338845263,-0.0145833239891835,-0.0418406193714588,0.0018551963364285,-0.00190952413548141,-0.00202982007491507
67,1651752856414243600,6.18305361685691,-2.43766052959979,1.09598627116001,-0.00579922567441078,0.00594014751799358,-0.852075779975935,0.523352604662903,-0.459476206930365,-0.156564550415043,0.00359716508965538,-0.0452541075704895,-0.0147986038030635,-0.0419035098941236,0.00185514213487448,-0.00190951317763012,-0.00202924105921735
68,1651752856814238704,5.99609833079672,-2.48439606868796,1.09797176857848,-0.00559828270502421,0.00624225052847589,-0.881248946900047,0.472578022263681,-0.461137471959163,-0.0947809753265983,0.00852217661891442,-0.0452137175058405,-0.0151097949334855,-0.0419825659094617,0.00185504469690979,-0.00190957761821005,-0.00202859933517014
69,1651752857214233792,5.80784382649967,-2.5122960964313,1.10084590681518,-0.00601043193678252,0.00623299020221608,-0.906790439367855,0.421492732573321,-0.470310184524934,-0.0498139524639345,0.0071481897000869,-0.0449975077886166,-0.0153642493106659,-0.0420017593120518,0.00185490223102107,-0.00190954874428407,-0.00202794056352607
70,1651752857514230096,5.66533703399496,-2.52333648706313,1.10314471793131,-0.006231237975477,0.00652864002189873,-0.923666029978182,0.383092173761226,-0.463471907591846,-0.0306172055693029,0.0122879049953787,-0.0448861500259961,-0.0155748069005605,-0.0420070619743098,0.00185476158404299,-0.0019094933741722,-0.00202753502991482
71,1651752857914225200,5.47731375707706,-2.52682996967168,1.10634260893449,-0.00653691608864709,0.00679941609732186,-0.942597983248385,0.333796462900466,-0.466012374159011,-0.00856454795158082,0.00515440421724355,-0.0447800839213695,-0.0158770712799592,-0.0420110826746516,0.00185456691670416,-0.0019094534095127,-0.00202706329680182
72,1651752858314220304,5.29238358930304,-2.52229133370827,1.10964224733976,-0.00671998333548793,0.00722194931203889,-0.957636704194846,0.287810055506994,-0.455258552934503,0.0192203714651417,0.00722413340464712,-0.0447293925577945,-0.0162166007855111,-0.0420195183936423,0.00185442941310861,-0.00190946475762621,-0.0020265749792543
73,1651752858614216592,5.15764934262786,-2.51472471646047,1.11201657526841,-0.00697533633375783,0.00719919704489689,-0.96674153057283,0.255558856842494,-0.461877864726852,0.0433169682072389,0.00483870997297113,-0.044649730410892,-0.0164719956390979,-0.0420222030723493,0.00185425988703341,-0.00190936591198459,-0.00202627044343227
74,1651752859014211696,4.97984552114707,-2.5020898104273,1.11477816023299,-0.00648287934870555,0.00670377560749641,-0.976062233119398,0.217291391329542,-0.445115999047395,0.0291877897810384,0.00401313594850148,-0.0445355071570359,-0.0167979567085369,-0.042038354540891,0.00185403519287191,-0.00190934874863086,-0.00202588977210692
75,1651752859414206704,4.80263847363477,-2.49290515847511,1.11546938420898,-0.00535488424693417,0.00633871820578964,-0.982749616452775,0.1847548029907,-0.430276340503581,0.00378034006224871,0.00158538820166172,-0.044437318702454,-0.0170974461475073,-0.0420665358913249,0.00185383263906154,-0.0019093195870613,-0.00202548567189017
76,1651752859814201696,4.62958629577374,-2.4875667651549,1.11716643693016,-0.00464610530299165,0.00575433781725439,-0.987363596780928,0.158298544066673,-0.429623236448686,-0.00028339065485625,0.00638886447076578,-0.0443232187747559,-0.0173742187322985,-0.0421151861937738,0.00185362341173264,-0.00190926754818888,-0.00202507750391341
77,1651752860214196592,4.45973156787136,-2.48929476382175,1.11925654815299,-0.00416421175376027,0.00523678706661326,-0.990412345348932,0.137980511602607,-0.4147758088515,-0.0390616097946795,0.00543197514901349,-0.0441830680993793,-0.0176386623478654,-0.0421700115452525,0.00185341773205178,-0.00190918747594415,-0.00202468860174431
78,1651752860614191504,4.29291239131727,-2.49824537383139,1.12035601833652,-0.00393696179036538,0.00520016479428798,-0.992365415943507,0.123159814295259,-0.418416358810225,-0.0264412327979466,0.00428413700903475,-0.0440639631575928,-0.0179714785163341,-0.0422089146081721,0.00185321737929916,-0.00190913057828016,-0.00202429507730503
79,1651752861014186400,4.12618767670519,-2.50977970251859,1.12179605534783,-0.00341056270005157,0.00472399135835391,-0.993717754921653,0.111763480266076,-0.427504917592145,-0.0125235357288827,0.00418866976461125,-0.0439494827984805,-0.0182752889626555,-0.042261544613331,0.00185300006005894,-0.00190912550874579,-0.00202390209038917
80,1651752861414181296,3.95692175753702,-2.52671913865086,1.1227640975967,-0.00290113568589207,0.00419296757887036,-0.99459329996464,0.103721599004559,-0.422003833879276,-0.0637781091751451,0.00368310801543579,-0.0438317387879394,-0.0185593988964526,-0.0423138973445903,0.0018527836847895,-0.00190905165471789,-0.00202348220143451
81,1651752861814176192,3.78924064574371,-2.54949475571477,1.12386718986338,-0.00255464351392568,0.00384582849534147,-0.995097726598509,0.0987886527804728,-0.422107255306469,-0.0587902785299325,0.00438457898840807,-0.0437112381785808,-0.0188383379047649,-0.0423640898848854,0.00185258825439286,-0.0019089749281185,-0.00202298080061344
82,1651752862214171104,3.6199276303804,-2.57230780696779,1.12437099010354,-0.00191274381434583,0.00340081069227082,-0.9955177787106,0.0944940641990235,-0.421412094762698,-0.0558243279923993,-0.00136921394878707,-0.0436058693004752,-0.0191009212706967,-0.0424134450223562,0.00185240818264183,-0.00190889179837174,-0.00202241429686234
83,1651752862614166000,3.45322021262294,-2.59474373805589,1.12493491370688,-0.00184435534917795,0.00331149544659602,-0.995855310402032,0.0908726201632015,-0.418069848793141,-0.0784301196230904,0.0014629525998367,-0.0434703678178641,-0.0194201756885344,-0.0424467827551595,0.0018522100361873,-0.00190881135468628,-0.00202182451644017
84,1651752863014160896,3.28378806114315,-2.6200493989054,1.12491079277608,-0.00123540634289792,0.00357829947312987,-0.996103808318159,0.0881071654186501,-0.426689098988031,-0.0386584420888071,-0.000627038988733204,-0.0433613536321457,-0.0197285841602317,-0.0424847986323709,0.00185203083430973,-0.00190877463534149,-0.00202113825602756
85,1651752863414155792,3.11426601150131,-2.64481557094805,1.12461056121669,-0.000721888308750411,0.00371924370649028,-0.99632204219616,0.0856039387971959,-0.420173734815133,-0.0597025106469607,-2.99620607362478e-05,-0.0432614888109218,-0.0200184388662206,-0.0425209514906028,0.00185185467145649,-0.00190868105334629,-0.00202036740199293
86,1651752863814150704,2.94390387010612,-2.66714223615767,1.12431696329243,-0.000190796701416929,0.00350619050315567,-0.996557230772932,0.0828333025959925,-0.426931212752267,-0.0516423721613763,0.000551660838869687,-0.043166182571357,-0.0202791037302414,-0.0425580164502467,0.00185170397420897,-0.0019085907100288,-0.00201950032179224
