P_x,P_y,O_z,O_w
2.84367031328,0.956448252125,0.907118741315,-0.420874790354
2.20473757146,0.166376593473,0.897413123777,-0.441191211691
1.57082910107,-0.617454661916,0.896135410732,-0.44378071796
0.938079546018,-1.3978113326,0.898609486788,-0.438749347868
0.266971870449,-2.17429382626,0.893113160571,-0.449832060234
-0.300487956411,-3.0032518273,0.897077073585,-0.441874104296
-0.861805498034,-3.61919742143,0.961183695238,-0.275909231465
-0.965912191441,-3.70640365504,0.994866758316,-0.101193543258
-0.975037589965,-3.70825579055,0.99999769764,0.00214585969159
-1.02404757598,-3.7554696876,0.982360241804,0.186998276256
-1.03199405502,-3.72206381293,0.925740090237,0.378160396298
-1.03475209086,-3.71554993257,0.845981052895,0.533212957591
-1.39623825051,-3.7656627275,0.738286100965,0.674487681965
-1.23984972744,-3.13142851784,0.599194897312,0.800603194495
-0.990463908723,-2.60466960226,0.447959334017,0.894053932975
-0.352503491284,-1.82461959046,0.42727906382,0.904119793844
0.318245375144,-1.06293239248,0.436956194659,0.899482786911
1.03214002369,-0.232428011541,0.436781565028,0.899567598601
1.42680551578,0.361219809354,0.591218428483,0.806511481519
1.45556250797,0.599270912864,0.749197493321,0.66234667358
1.42116393496,0.706337156068,0.860888924915,0.508792943111
1.43020788364,0.744291429278,0.940122213494,0.340837532696
1.38636207369,0.769088083842,0.985319604037,0.170719881385
1.28418226598,0.784505086029,0.999994790877,-0.00322772643531
0.601507119725,0.700487898222,0.984012267476,-0.178100694713
-0.141466434235,0.222596511681,0.936925539791,-0.349529015801
-0.88262621558,-0.470908749136,0.900797561801,-0.434239280413
-1.50154840554,-1.27928314825,0.901569387824,-0.432634532763
