time,uptime,jetson_clocks,nvp model,CPU1,CPU2,CPU3,CPU4,GPU,RAM,EMC,IRAM,SWAP,APE,NVENC,NVDEC,NVJPG,fan,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,power cur,power avg
2022-04-05 12:18:54.161620,0:11:35.650000,OFF,MAXN,33,34,33,31,0,1745732,1745732,1745732,0,25,OFF,OFF,OFF,0.0,36.5,33.0,30.5,30.0,31.75,1973,2085
2022-04-05 12:18:54.671052,0:11:36.160000,OFF,MAXN,29,29,26,23,0,1746572,1746572,1746572,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,31.75,2412,2087
2022-04-05 12:18:55.177355,0:11:36.660000,OFF,MAXN,32,28,28,33,31,1745120,1745120,1745120,0,25,OFF,OFF,OFF,0.0,37.0,33.0,30.0,30.5,31.75,2159,2088
2022-04-05 12:18:55.684940,0:11:37.170000,OFF,MAXN,23,35,26,25,0,1744640,1744640,1744640,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,31.5,1827,2086
2022-04-05 12:18:56.193322,0:11:37.680000,OFF,MAXN,31,38,28,40,0,1745840,1745840,1745840,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,31.5,2558,2089
2022-04-05 12:18:56.699112,0:11:38.190000,OFF,MAXN,28,29,25,25,0,1746148,1746148,1746148,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,31.75,2011,2089
2022-04-05 12:18:57.210317,0:11:38.700000,OFF,MAXN,38,33,26,28,0,1745768,1745768,1745768,0,25,OFF,OFF,OFF,0.0,36.5,33.0,30.0,30.0,31.75,2087,2089
2022-04-05 12:18:57.718232,0:11:39.200000,OFF,MAXN,32,27,29,29,0,1746124,1746124,1746124,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,31.75,1862,2087
2022-04-05 12:18:58.227929,0:11:39.710000,OFF,MAXN,37,33,29,29,0,1747916,1747916,1747916,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,31.75,2887,2093
2022-04-05 12:18:58.733887,0:11:40.220000,OFF,MAXN,30,29,29,21,0,1746640,1746640,1746640,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,29.5,31.75,1640,2090
2022-04-05 12:18:59.244733,0:11:40.730000,OFF,MAXN,29,36,21,29,0,1747008,1747008,1747008,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,32.0,2487,2092
2022-04-05 12:18:59.755953,0:11:41.240000,OFF,MAXN,30,32,27,28,0,1747028,1747028,1747028,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.5,32.0,1900,2091
2022-04-05 12:19:00.263193,0:11:41.750000,OFF,MAXN,34,32,34,26,0,1748588,1748588,1748588,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,31.5,3064,2098
2022-04-05 12:19:00.769074,0:11:42.260000,OFF,MAXN,36,29,25,23,0,1748184,1748184,1748184,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,31.5,1716,2095
2022-04-05 12:19:01.283965,0:11:42.770000,OFF,MAXN,32,31,24,30,0,1748296,1748296,1748296,0,25,OFF,OFF,OFF,0.0,37.0,33.0,30.0,30.0,31.75,1827,2093
2022-04-05 12:19:01.788255,0:11:43.270000,OFF,MAXN,35,31,34,27,0,1747496,1747496,1747496,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,31.75,2412,2096
2022-04-05 12:19:02.301920,0:11:43.790000,OFF,MAXN,31,29,23,28,0,1761476,1761476,1761476,0,25,OFF,OFF,OFF,0.0,36.5,33.0,30.0,30.0,31.75,1824,2094
2022-04-05 12:19:02.809949,0:11:44.300000,OFF,MAXN,31,35,39,28,12,1747484,1747484,1747484,0,25,OFF,OFF,OFF,0.0,37.0,33.0,30.0,30.0,31.75,1862,2092
2022-04-05 12:19:03.328184,0:11:44.810000,OFF,MAXN,30,22,28,27,0,1747424,1747424,1747424,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.0,31.75,1862,2091
2022-04-05 12:19:03.833894,0:11:45.320000,OFF,MAXN,32,32,30,30,0,1748804,1748804,1748804,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,33.0,2596,2094
2022-04-05 12:19:04.344206,0:11:45.830000,OFF,MAXN,33,24,22,24,0,1747996,1747996,1747996,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.0,33.0,1716,2091
2022-04-05 12:19:04.857952,0:11:46.340000,OFF,MAXN,34,30,26,35,0,1747972,1747972,1747972,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.0,32.0,1716,2089
2022-04-05 12:19:05.366569,0:11:46.850000,OFF,MAXN,31,27,27,26,0,1748120,1748120,1748120,0,25,OFF,OFF,OFF,0.0,37.0,33.0,30.5,30.0,32.0,1900,2088
2022-04-05 12:19:05.879471,0:11:47.370000,OFF,MAXN,39,28,26,26,0,1748648,1748648,1748648,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,31.75,2450,2090
2022-04-05 12:19:06.383070,0:11:47.870000,OFF,MAXN,28,26,27,24,13,1747988,1747988,1747988,0,25,OFF,OFF,OFF,0.0,37.0,33.5,29.5,30.0,31.75,1824,2088
2022-04-05 12:19:06.890679,0:11:48.380000,OFF,MAXN,35,27,37,25,0,1749600,1749600,1749600,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,32.0,1862,2087
2022-04-05 12:19:07.400988,0:11:48.890000,OFF,MAXN,28,27,19,28,0,1749256,1749256,1749256,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,32.0,2307,2088
2022-04-05 12:19:07.908873,0:11:49.390000,OFF,MAXN,39,27,29,26,0,1759576,1759576,1759576,0,25,OFF,OFF,OFF,0.0,36.5,33.5,30.0,30.0,31.75,2049,2088
2022-04-05 12:19:08.420854,0:11:49.910000,OFF,MAXN,36,28,26,24,12,1747688,1747688,1747688,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,31.75,1751,2086
2022-04-05 12:19:08.932363,0:11:50.420000,OFF,MAXN,32,31,31,28,0,1748308,1748308,1748308,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.0,31.75,1900,2085
2022-04-05 12:19:09.444498,0:11:50.930000,OFF,MAXN,34,27,26,32,0,1749024,1749024,1749024,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,2596,2088
2022-04-05 12:19:09.947728,0:11:51.430000,OFF,MAXN,30,31,23,25,0,1748464,1748464,1748464,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.0,32.0,1938,2087
2022-04-05 12:19:10.459395,0:11:51.950000,OFF,MAXN,36,26,29,22,0,1748232,1748232,1748232,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,32.25,1602,2084
2022-04-05 12:19:10.967151,0:11:52.450000,OFF,MAXN,34,26,29,31,0,1748868,1748868,1748868,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.25,2087,2084
2022-04-05 12:19:11.475124,0:11:52.960000,OFF,MAXN,27,28,28,28,0,1749028,1749028,1749028,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,2378,2086
2022-04-05 12:19:11.986460,0:11:53.470000,OFF,MAXN,29,33,27,26,0,1748388,1748388,1748388,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,2011,2085
2022-04-05 12:19:12.498078,0:11:53.980000,OFF,MAXN,32,26,33,25,0,1744412,1744412,1744412,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.25,1976,2085
2022-04-05 12:19:13.003906,0:11:54.490000,OFF,MAXN,36,36,31,32,0,1746308,1746308,1746308,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,2487,2087
2022-04-05 12:19:13.514886,0:11:55,OFF,MAXN,29,22,24,21,0,1759776,1759776,1759776,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.0,32.0,1751,2085
2022-04-05 12:19:14.021077,0:11:55.510000,OFF,MAXN,38,34,25,27,0,1746552,1746552,1746552,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.0,32.0,2049,2085
2022-04-05 12:19:14.538204,0:11:56.020000,OFF,MAXN,25,20,30,30,0,1747560,1747560,1747560,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,1789,2083
2022-04-05 12:19:15.045695,0:11:56.530000,OFF,MAXN,37,32,32,37,0,1749468,1749468,1749468,0,25,OFF,OFF,OFF,0.0,37.0,35.0,30.5,31.0,31.75,3027,2089
2022-04-05 12:19:15.559874,0:11:57.050000,OFF,MAXN,34,25,28,26,0,1748476,1748476,1748476,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.0,31.75,1566,2086
2022-04-05 12:19:16.064370,0:11:57.550000,OFF,MAXN,34,34,35,29,0,1748940,1748940,1748940,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.25,2487,2088
2022-04-05 12:19:16.573713,0:11:58.060000,OFF,MAXN,29,23,28,25,0,1749532,1749532,1749532,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1973,2087
2022-04-05 12:19:17.095571,0:11:58.580000,OFF,MAXN,33,32,28,28,0,1750316,1750316,1750316,0,25,OFF,OFF,OFF,0.0,37.0,34.5,30.5,30.5,31.75,2812,2091
2022-04-05 12:19:17.607493,0:11:59.090000,OFF,MAXN,36,34,33,28,0,1749284,1749284,1749284,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.0,31.75,1827,2090
2022-04-05 12:19:18.118252,0:11:59.600000,OFF,MAXN,30,28,22,27,2,1749124,1749124,1749124,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.0,32.25,1827,2088
2022-04-05 12:19:18.622788,0:12:00.110000,OFF,MAXN,32,35,30,34,0,1751244,1751244,1751244,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,2269,2089
2022-04-05 12:19:19.129893,0:12:00.620000,OFF,MAXN,31,24,24,24,0,1751304,1751304,1751304,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,1900,2088
2022-04-05 12:19:19.639543,0:12:01.130000,OFF,MAXN,40,33,34,33,31,1750016,1750016,1750016,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.0,32.0,1862,2087
2022-04-05 12:19:20.152165,0:12:01.640000,OFF,MAXN,26,25,25,18,0,1750592,1750592,1750592,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.0,32.0,1751,2085
2022-04-05 12:19:20.660577,0:12:02.150000,OFF,MAXN,30,29,32,37,0,1751004,1751004,1751004,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,2563,2088
2022-04-05 12:19:21.169910,0:12:02.660000,OFF,MAXN,32,27,30,22,0,1750788,1750788,1750788,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.0,32.25,1528,2085
2022-04-05 12:19:21.678962,0:12:03.160000,OFF,MAXN,34,30,33,31,0,1751040,1751040,1751040,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.0,32.5,1789,2083
2022-04-05 12:19:22.188865,0:12:03.670000,OFF,MAXN,32,22,21,25,0,1751676,1751676,1751676,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.5,2049,2083
2022-04-05 12:19:22.699192,0:12:04.190000,OFF,MAXN,29,25,20,26,0,1753496,1753496,1753496,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,2525,2085
2022-04-05 12:19:23.212643,0:12:04.700000,OFF,MAXN,34,27,25,20,0,1752996,1752996,1752996,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,32.0,1789,2084
2022-04-05 12:19:23.719327,0:12:05.210000,OFF,MAXN,42,24,28,29,0,1752824,1752824,1752824,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,1789,2082
2022-04-05 12:19:24.226441,0:12:05.710000,OFF,MAXN,36,25,30,20,0,1753360,1753360,1753360,0,25,OFF,OFF,OFF,0.0,37.5,33.5,30.5,30.5,32.25,2231,2083
2022-04-05 12:19:24.739498,0:12:06.230000,OFF,MAXN,34,26,29,26,0,1752856,1752856,1752856,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.0,32.25,2087,2083
2022-04-05 12:19:25.244292,0:12:06.730000,OFF,MAXN,36,29,29,28,30,1752032,1752032,1752032,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.0,30.5,32.25,1789,2082
2022-04-05 12:19:25.756737,0:12:07.240000,OFF,MAXN,32,33,31,32,0,1751392,1751392,1751392,0,25,OFF,OFF,OFF,0.0,37.0,34.0,31.0,30.0,32.25,1827,2080
2022-04-05 12:19:26.268084,0:12:07.750000,OFF,MAXN,36,29,29,23,0,1752176,1752176,1752176,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.25,2596,2083
2022-04-05 12:19:26.780188,0:12:08.270000,OFF,MAXN,33,30,24,28,0,1751416,1751416,1751416,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1713,2081
2022-04-05 12:19:27.286156,0:12:08.770000,OFF,MAXN,36,31,26,27,0,1751628,1751628,1751628,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.25,1827,2080
2022-04-05 12:19:27.798314,0:12:09.280000,OFF,MAXN,38,25,27,31,0,1753168,1753168,1753168,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,2083,2080
2022-04-05 12:19:28.302387,0:12:09.790000,OFF,MAXN,38,28,29,33,0,1754080,1754080,1754080,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.0,2525,2082
2022-04-05 12:19:28.807034,0:12:10.290000,OFF,MAXN,32,30,30,26,0,1752872,1752872,1752872,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.0,2083,2082
2022-04-05 12:19:29.317774,0:12:10.800000,OFF,MAXN,32,30,28,26,0,1752408,1752408,1752408,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1865,2081
2022-04-05 12:19:29.823286,0:12:11.310000,OFF,MAXN,38,30,28,33,0,1753180,1753180,1753180,0,25,OFF,OFF,OFF,0.0,37.5,33.5,30.5,31.0,32.25,2487,2083
2022-04-05 12:19:30.341784,0:12:11.830000,OFF,MAXN,38,24,20,23,0,1767504,1767504,1767504,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.0,32.0,1789,2081
2022-04-05 12:19:30.844832,0:12:12.330000,OFF,MAXN,41,31,32,30,0,1753024,1753024,1753024,0,25,OFF,OFF,OFF,0.0,37.0,34.5,30.5,30.5,32.0,2197,2082
2022-04-05 12:19:31.353435,0:12:12.840000,OFF,MAXN,34,25,31,24,0,1752072,1752072,1752072,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.0,1827,2081
2022-04-05 12:19:31.866550,0:12:13.350000,OFF,MAXN,42,30,37,26,0,1753608,1753608,1753608,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.0,2995,2085
2022-04-05 12:19:32.368489,0:12:13.850000,OFF,MAXN,36,26,17,25,0,1751856,1751856,1751856,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,1678,2083
2022-04-05 12:19:32.877450,0:12:14.360000,OFF,MAXN,32,32,35,32,8,1752496,1752496,1752496,0,25,OFF,OFF,OFF,0.0,37.0,34.5,30.0,31.0,32.25,2704,2086
2022-04-05 12:19:33.384597,0:12:14.870000,OFF,MAXN,27,25,31,30,0,1751952,1751952,1751952,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,31.0,32.25,2159,2087
2022-04-05 12:19:33.902694,0:12:15.390000,OFF,MAXN,37,27,29,26,0,1752512,1752512,1752512,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,31.75,2487,2088
2022-04-05 12:19:34.409128,0:12:15.900000,OFF,MAXN,36,30,26,25,0,1752888,1752888,1752888,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,31.75,1789,2087
2022-04-05 12:19:34.918992,0:12:16.400000,OFF,MAXN,34,28,32,22,0,1753016,1753016,1753016,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.0,1827,2086
2022-04-05 12:19:35.423814,0:12:16.910000,OFF,MAXN,34,32,32,31,0,1753292,1753292,1753292,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.0,2454,2088
2022-04-05 12:19:35.939594,0:12:17.430000,OFF,MAXN,36,24,23,19,0,1767300,1767300,1767300,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.0,32.0,1716,2086
2022-04-05 12:19:36.440899,0:12:17.930000,OFF,MAXN,35,37,29,33,0,1754200,1754200,1754200,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,1678,2084
2022-04-05 12:19:36.954765,0:12:18.440000,OFF,MAXN,35,30,20,23,0,1754492,1754492,1754492,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.0,1862,2083
2022-04-05 12:19:37.461861,0:12:18.950000,OFF,MAXN,31,34,32,32,0,1754784,1754784,1754784,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,2487,2085
2022-04-05 12:19:37.975421,0:12:19.460000,OFF,MAXN,33,23,29,27,0,1754368,1754368,1754368,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.0,32.0,1604,2082
2022-04-05 12:19:38.487394,0:12:19.970000,OFF,MAXN,43,29,28,30,13,1753496,1753496,1753496,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.0,1973,2082
2022-04-05 12:19:38.997124,0:12:20.480000,OFF,MAXN,24,30,20,25,0,1753720,1753720,1753720,0,25,OFF,OFF,OFF,0.0,37.5,33.5,30.5,30.5,32.0,2121,2082
2022-04-05 12:19:39.503235,0:12:20.990000,OFF,MAXN,36,32,30,30,0,1753656,1753656,1753656,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,30.5,32.25,2563,2084
2022-04-05 12:19:40.015110,0:12:21.500000,OFF,MAXN,34,28,26,27,0,1753304,1753304,1753304,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,1789,2083
2022-04-05 12:19:40.527064,0:12:22.010000,OFF,MAXN,27,33,26,34,0,1754480,1754480,1754480,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.25,1678,2081
2022-04-05 12:19:41.034631,0:12:22.520000,OFF,MAXN,37,30,29,31,0,1754776,1754776,1754776,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.25,2378,2083
2022-04-05 12:19:41.548447,0:12:23.030000,OFF,MAXN,30,29,22,31,0,1768864,1768864,1768864,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.0,1716,2081
2022-04-05 12:19:42.054295,0:12:23.540000,OFF,MAXN,41,26,26,19,0,1754416,1754416,1754416,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.0,1716,2079
2022-04-05 12:19:42.563446,0:12:24.050000,OFF,MAXN,29,34,33,30,0,1751220,1751220,1751220,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,1938,2079
2022-04-05 12:19:43.073455,0:12:24.560000,OFF,MAXN,33,32,25,22,0,1751376,1751376,1751376,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.25,2634,2081
2022-04-05 12:19:43.588591,0:12:25.070000,OFF,MAXN,30,27,25,24,0,1750956,1750956,1750956,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.25,1976,2081
2022-04-05 12:19:44.098729,0:12:25.580000,OFF,MAXN,29,25,25,27,0,1751548,1751548,1751548,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,32.25,1827,2079
2022-04-05 12:19:44.607342,0:12:26.090000,OFF,MAXN,32,31,28,33,0,1753836,1753836,1753836,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.25,2121,2080
2022-04-05 12:19:45.114568,0:12:26.600000,OFF,MAXN,32,26,26,23,0,1754376,1754376,1754376,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.0,2525,2082
2022-04-05 12:19:45.621467,0:12:27.110000,OFF,MAXN,37,28,29,28,0,1753956,1753956,1753956,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,31.0,32.0,1973,2081
2022-04-05 12:19:46.138515,0:12:27.620000,OFF,MAXN,36,26,30,27,0,1754720,1754720,1754720,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1827,2080
2022-04-05 12:19:46.644245,0:12:28.130000,OFF,MAXN,36,29,31,27,0,1754840,1754840,1754840,0,25,OFF,OFF,OFF,0.0,37.5,33.5,30.5,31.0,32.25,2487,2082
2022-04-05 12:19:47.159465,0:12:28.650000,OFF,MAXN,31,28,26,28,0,1769040,1769040,1769040,0,25,OFF,OFF,OFF,0.0,37.0,33.5,30.5,30.5,31.75,1716,2080
2022-04-05 12:19:47.665531,0:12:29.150000,OFF,MAXN,38,31,34,31,0,1754716,1754716,1754716,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,31.75,2121,2080
2022-04-05 12:19:48.173344,0:12:29.660000,OFF,MAXN,28,28,34,26,0,1754544,1754544,1754544,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1789,2079
2022-04-05 12:19:48.687271,0:12:30.170000,OFF,MAXN,36,40,40,25,0,1755264,1755264,1755264,0,25,OFF,OFF,OFF,0.0,37.5,34.5,31.0,31.0,32.25,3064,2083
2022-04-05 12:19:49.193525,0:12:30.680000,OFF,MAXN,37,24,32,23,0,1753868,1753868,1753868,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.0,32.25,1789,2082
2022-04-05 12:19:49.700760,0:12:31.190000,OFF,MAXN,38,30,36,34,15,1754036,1754036,1754036,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.25,3102,2086
2022-04-05 12:19:50.211060,0:12:31.700000,OFF,MAXN,35,25,23,28,0,1752952,1752952,1752952,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.25,2011,2086
2022-04-05 12:19:50.735596,0:12:32.220000,OFF,MAXN,40,31,26,28,0,1754072,1754072,1754072,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.0,2845,2089
2022-04-05 12:19:51.247706,0:12:32.730000,OFF,MAXN,29,31,30,28,0,1754232,1754232,1754232,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,1754,2088
2022-04-05 12:19:51.763553,0:12:33.250000,OFF,MAXN,31,32,28,31,0,1753948,1753948,1753948,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,1862,2087
2022-04-05 12:19:52.264105,0:12:33.750000,OFF,MAXN,32,31,28,38,0,1754708,1754708,1754708,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.25,2193,2087
2022-04-05 12:19:52.777767,0:12:34.260000,OFF,MAXN,36,27,24,28,0,1755500,1755500,1755500,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,2045,2087
2022-04-05 12:19:53.280253,0:12:34.770000,OFF,MAXN,38,32,33,35,0,1755040,1755040,1755040,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.0,1789,2086
2022-04-05 12:19:53.793295,0:12:35.280000,OFF,MAXN,32,29,26,24,0,1754912,1754912,1754912,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.0,1862,2085
2022-04-05 12:19:54.298139,0:12:35.780000,OFF,MAXN,35,30,28,37,0,1755736,1755736,1755736,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.0,2742,2088
2022-04-05 12:19:54.806659,0:12:36.290000,OFF,MAXN,28,27,30,26,0,1754376,1754376,1754376,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.0,30.5,32.0,1713,2086
2022-04-05 12:19:55.320509,0:12:36.810000,OFF,MAXN,35,42,34,36,31,1753680,1753680,1753680,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.0,31.0,32.25,1938,2086
2022-04-05 12:19:55.830320,0:12:37.320000,OFF,MAXN,25,32,28,31,0,1752908,1752908,1752908,0,25,OFF,OFF,OFF,0.0,37.5,33.5,30.5,30.5,32.25,1976,2085
2022-04-05 12:19:56.338268,0:12:37.820000,OFF,MAXN,30,35,28,27,0,1754172,1754172,1754172,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.5,2378,2086
2022-04-05 12:19:56.856531,0:12:38.340000,OFF,MAXN,39,25,30,30,0,1753616,1753616,1753616,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.5,1681,2085
2022-04-05 12:19:57.371114,0:12:38.860000,OFF,MAXN,37,37,32,34,0,1754412,1754412,1754412,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1754,2083
2022-04-05 12:19:57.881945,0:12:39.370000,OFF,MAXN,35,31,26,27,0,1754724,1754724,1754724,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.25,2269,2084
2022-04-05 12:19:58.387627,0:12:39.870000,OFF,MAXN,33,26,30,29,0,1756260,1756260,1756260,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.0,31.0,32.0,2269,2085
2022-04-05 12:19:58.897981,0:12:40.380000,OFF,MAXN,40,27,28,23,0,1755748,1755748,1755748,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.0,1827,2084
2022-04-05 12:19:59.406278,0:12:40.890000,OFF,MAXN,49,39,39,44,0,1755136,1755136,1755136,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.5,2121,2084
2022-04-05 12:19:59.911239,0:12:41.400000,OFF,MAXN,37,28,26,32,0,1755816,1755816,1755816,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,31.0,32.5,2563,2086
2022-04-05 12:20:00.429007,0:12:41.910000,OFF,MAXN,29,29,22,30,0,1753692,1753692,1753692,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.5,1900,2085
2022-04-05 12:20:00.932789,0:12:42.420000,OFF,MAXN,32,29,40,20,0,1753420,1753420,1753420,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.5,1716,2084
2022-04-05 12:20:01.446619,0:12:42.930000,OFF,MAXN,38,35,25,28,0,1753780,1753780,1753780,0,25,OFF,OFF,OFF,0.0,37.5,34.0,30.5,30.5,32.5,2049,2083
2022-04-05 12:20:01.950502,0:12:43.440000,OFF,MAXN,31,25,33,20,0,1754660,1754660,1754660,0,25,OFF,OFF,OFF,0.0,37.5,34.5,30.5,31.0,32.25,2416,2085
2022-04-05 12:20:02.458256,0:12:43.940000,OFF,MAXN,32,32,33,19,0,1754132,1754132,1754132,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,31.0,32.25,1751,2083
2022-04-05 12:20:02.967493,0:12:44.450000,OFF,MAXN,32,30,28,32,0,1755312,1755312,1755312,0,25,OFF,OFF,OFF,0.0,37.0,34.0,30.5,30.5,32.25,1754,2082
